time,T1Min,T1Max,T1Delta,H1Min,H1Max,H1Delta,T2Min,T2Max,T2Delta,H2Min,H2Max,H2Delta,T3Min,T3Max,T3Delta,H3Min,H3Max,H3Delta,T4Min,T4Max,T4Delta,H4Min,H4Max,H4Delta
2024-09-20 12:50,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.61,46.59,0,23.5,24.48,0,45.6,46.59,0
2024-09-20 13:00,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.48,-0.01,45.6,46.59,0,23.5,24.49,0.01,45.6,46.58,-0.01
2024-09-20 13:10,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.48,0,45.6,46.59,0,23.5,24.49,0,45.6,46.58,0
2024-09-20 13:20,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0.01,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0.01
2024-09-20 13:30,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0
2024-09-20 13:40,23.5,24.48,-0.01,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0
2024-09-20 13:50,23.5,24.48,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0
2024-09-20 14:00,23.5,24.49,0.01,45.6,46.59,0,23.5,24.48,-0.01,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0
2024-09-20 14:10,23.5,24.49,0,45.6,46.59,0,23.5,24.48,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0
2024-09-20 14:20,23.5,24.47,-0.02,45.6,46.59,0,23.5,24.49,0.01,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0
2024-09-20 14:30,23.5,24.47,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0
2024-09-20 14:40,23.51,24.49,0.02,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0
2024-09-20 14:50,23.51,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0
2024-09-20 15:00,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0
2024-09-20 15:10,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0
2024-09-20 15:20,23.51,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0
2024-09-20 15:30,23.51,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0
2024-09-20 15:40,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0
2024-09-20 15:50,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0
2024-09-20 16:00,23.5,24.48,-0.01,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0
2024-09-20 16:10,23.5,24.48,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0
2024-09-20 16:20,23.5,24.49,0.01,45.6,46.58,-0.01,23.5,24.49,0,45.6,46.59,0,23.51,24.49,0,45.6,46.59,0,23.5,24.49,0,45.61,46.59,0
2024-09-20 16:30,23.5,24.49,0,45.6,46.58,0,23.5,24.49,0,45.6,46.59,0,23.51,24.49,0,45.6,46.59,0,23.5,24.49,0,45.61,46.59,0
2024-09-20 16:40,23.5,24.49,0,45.6,46.59,0.01,23.51,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0
2024-09-20 16:50,23.5,24.49,0,45.6,46.59,0,23.51,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0
2024-09-20 17:00,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.61,46.59,0,23.5,24.49,0,45.6,46.59,0
2024-09-20 17:10,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.61,46.59,0,23.5,24.49,0,45.6,46.59,0
2024-09-20 17:20,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.51,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0
2024-09-20 17:30,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.51,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0
2024-09-20 17:40,23.51,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0
2024-09-20 17:50,23.51,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0
2024-09-20 18:00,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.51,24.49,0,45.6,46.59,0,23.5,24.48,-0.01,45.6,46.59,0
2024-09-20 18:10,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.51,24.49,0,45.6,46.59,0,23.5,24.48,0,45.6,46.59,0
2024-09-20 18:20,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0.01,45.6,46.59,0
2024-09-20 18:30,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0
2024-09-20 18:40,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0
2024-09-20 18:50,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0
2024-09-20 19:00,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0
2024-09-20 19:10,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0
2024-09-20 19:20,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0
2024-09-20 19:30,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0
2024-09-20 19:40,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0
2024-09-20 19:50,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0
2024-09-20 20:00,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0
2024-09-20 20:10,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0
2024-09-20 20:20,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.48,-0.01,45.6,46.59,0
2024-09-20 20:30,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.48,0,45.6,46.59,0
2024-09-20 20:40,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.48,-0.01,45.6,46.58,-0.01,23.5,24.49,0.01,45.6,46.59,0
2024-09-20 20:50,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.48,0,45.6,46.58,0,23.5,24.49,0,45.6,46.59,0
2024-09-20 21:00,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0.01,45.6,46.59,0.01,23.5,24.49,0,45.6,46.59,0
2024-09-20 21:10,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0
2024-09-20 21:20,23.5,24.49,0,45.6,46.57,-0.02,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0
2024-09-20 21:30,23.5,24.49,0,45.6,46.57,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0
2024-09-20 21:40,23.5,24.49,0,45.6,46.59,0.02,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.58,-0.01
2024-09-20 21:50,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.58,0
2024-09-20 22:00,23.5,24.49,0,45.61,46.58,-0.01,23.5,24.49,0,45.61,46.59,0,23.51,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0.01
2024-09-20 22:10,23.5,24.49,0,45.61,46.58,0,23.5,24.49,0,45.61,46.59,0,23.51,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0
2024-09-20 22:20,23.5,24.49,0,45.6,46.58,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0
2024-09-20 22:30,23.5,24.49,0,45.6,46.58,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0
2024-09-20 22:40,23.5,24.49,0,45.6,46.59,0.01,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.61,46.59,0
2024-09-20 22:50,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.61,46.59,0
2024-09-20 23:00,23.5,24.48,-0.01,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0
2024-09-20 23:10,23.5,24.48,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0
2024-09-20 23:20,23.5,24.49,0.01,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.48,-0.01,45.6,46.59,0,23.5,24.48,-0.01,45.6,46.59,0
2024-09-20 23:30,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.48,0,45.6,46.59,0,23.5,24.48,0,45.6,46.59,0
2024-09-20 23:40,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0.01,45.6,46.59,0,23.5,24.49,0.01,45.6,46.59,0
2024-09-20 23:50,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0,23.5,24.49,0,45.6,46.59,0
